Date,Close,High,Low,Open,Volume
2016-03-31,48.49125671386719,48.80733279857468,48.1664022264765,48.245421247653375,26360500
2016-04-01,48.78976058959961,48.824880890169375,47.91177317089275,48.3332067299613,24399200
2016-04-04,48.66686248779297,48.8687992735163,48.28932747775356,48.66686248779297,18928800
2016-04-05,47.90300369262695,48.5527126278991,47.815202924849075,48.45613345797185,19272300
2016-04-06,48.39466857910156,48.464909184592095,47.595700112557076,47.72739957322361,21188700
2016-04-07,47.81519317626953,48.21028817757579,47.613256475436586,48.17516787762498,19225100
2016-04-08,47.78007507324219,48.53514481062193,47.69227766858439,47.99957193414298,22167200
2016-04-11,47.68348693847656,48.42099633437838,47.674705190727664,47.84152490540234,21414200
2016-04-12,47.98200988769531,48.09614583142297,47.20059833492941,47.736171152864806,24944300
2016-04-13,48.59660339355469,48.67562239700991,48.19272997556412,48.394666684559404,20818000
2016-04-14,48.60538864135742,48.79854696353867,48.35077146198333,48.48247092697173,20877100
2016-04-15,48.86000442504883,49.09705809644609,48.38589038374145,48.552706798606,28793800
2016-04-18,49.571163177490234,49.68530246663805,48.47367902983456,48.719517756403384,23786000
2016-04-19,49.50971221923828,49.84334839105995,48.8863419278987,49.72043068282469,29596800
2016-04-20,48.80732345581055,49.60629191732284,48.719526048756784,49.42191535295609,36195700
2016-04-21,48.97413635253906,49.36923135442571,48.65806035102975,48.991696502540265,38909100
2016-04-22,45.46217727661133,46.03287031052831,44.57541165619611,45.57631655324582,126834100
2016-04-25,45.751922607421875,45.769482756817354,45.330489069698366,45.46218516628044,33226900
2016-04-26,45.163665771484375,45.96263408520596,44.85637155438214,45.8836150937717,33532600
2016-04-27,44.72468948364258,45.2163637711586,44.382274837567365,45.198803616326906,43369300
2016-04-28,43.81157684326172,44.575425017455814,43.51306096437743,44.44372555499704,43134800
2016-04-29,43.78523254394531,44.118868707786,43.32867867480971,43.32867867480971,48411700
2016-05-02,44.43495178222656,44.55786950705459,43.706220486093535,43.89937882468433,33114500
2016-05-03,43.706214904785156,44.25934794513268,43.54817689325729,44.197889090567,26460200
2016-05-04,43.78523254394531,43.9520523004938,43.42525782875751,43.758893992598196,24257600
2016-05-05,43.8466911315918,44.162767142872006,43.662314574763755,43.785232279315785,25390700
2016-05-06,44.241790771484375,44.241790771484375,43.600860281266236,43.829135563694045,24787300
2016-05-09,43.96083450317383,44.41738841179481,43.89937564521106,44.32959100020702,17951600
2016-05-10,44.794925689697266,44.865162952847044,44.066194407634924,44.18911547934634,22891000
2016-05-11,44.82126235961914,45.46219284921694,44.777363653339734,44.89150296907147,24039100
2016-05-12,45.22512435913086,45.488523228592555,44.70711171804834,44.95295043959554,24102800
2016-05-13,44.847599029541016,45.56754844613373,44.81247872891302,45.16367168742428,22592300
2016-05-16,45.50609588623047,45.62023185516729,44.55786773371221,44.60176644093842,20032000
2016-05-17,44.657325744628906,45.7359635140259,44.52470850305732,45.72712371366072,27803500
2016-05-18,44.92255783081055,45.21431840103682,44.47165053225862,44.63079388790264,24907500
2016-05-19,44.489341735839844,44.754579586774305,44.04727752672166,44.6219623476482,23842400
2016-05-20,44.75458908081055,45.285068267895184,44.56008308096086,44.63081161562902,23905800
2016-05-23,44.23294448852539,44.80762931989013,44.1887387413471,44.736897426259006,26118700
2016-05-24,45.612186431884766,45.71828090051369,44.56007480066558,44.82531265857907,34757900
2016-05-25,46.08076477050781,46.40789466074382,45.7890041934139,45.90393844088759,24040200
2016-05-26,45.87741470336914,45.95698638138432,45.40882780654731,45.91278064308292,24335200
2016-05-27,46.257606506347656,46.257606506347656,45.7713364674498,45.90395372932221,17721400
2016-05-31,46.85881042480469,46.85881042480469,46.045413824997595,46.20455385187426,37653100
2016-06-01,46.726173400878906,46.81458824331451,46.36368097859638,46.36368097859638,25324800
2016-06-02,46.399051666259766,46.628926907447344,45.833210107462236,46.54051205595915,22840800
2016-06-03,45.789005279541016,46.346003677936544,45.621018744710355,46.310641109319064,23368300
2016-06-06,46.08960723876953,46.284113162970634,45.87741497192636,45.96582982172838,18243300
2016-06-07,46.06309509277344,46.62009701137341,46.06309509277344,46.18687592010441,20866800
2016-06-08,46.01004409790039,46.36369344468653,45.859740511687505,45.992361124658736,21149400
2016-06-09,45.63870620727539,45.974675937322196,45.523771945763215,45.974675937322196,20305700
2016-06-10,45.51492691040039,46.01887979850385,45.125911651787085,45.13475145127926,25833200
2016-06-13,44.3302001953125,44.842996318114416,43.3753432176806,43.835090419015366,83217800
2016-06-14,44.056121826171875,44.29483353723944,43.82624654285017,44.11801054721641,42577100
2016-06-15,43.93233871459961,44.312514194101624,43.93233871459961,44.01191040502287,33757600
2016-06-16,44.55122375488281,44.62195563659127,43.77318991949857,43.782033091053,31188600
2016-06-17,44.321353912353516,44.586591735531094,44.04727291721694,44.568908764295,45710500
2016-06-20,44.268310546875,44.94025004733433,44.23294459997034,44.772263485878334,35607900
2016-06-21,45.2585334777832,45.47072578665242,44.34788226689294,44.3832482138182,34097800
2016-06-22,45.08171081542969,45.497248890426576,45.04634486824797,45.16128251024737,28816800
2016-06-23,45.89510726928711,46.02772788460218,45.22317113764053,45.33810540671909,29028800
2016-06-24,44.056121826171875,45.037501562456164,43.782040795344415,44.0384388526331,133503000
2016-06-27,42.81833267211914,43.45490611003224,42.47352318414345,43.41069699809139,50216300
2016-06-28,43.711307525634766,43.737833671449344,43.03052824288607,43.25156034614153,38140700
2016-06-29,44.68386459350586,44.84300802677781,44.029607881978606,44.12686257705405,31304000
2016-06-30,45.24083709716797,45.35577470427206,44.64847283878792,44.84298211655155,28527800
2016-07-01,45.23200607299805,45.72711916121413,45.15243438690407,45.20548330186072,21400400
2016-07-05,45.24083709716797,45.33809173604978,44.86066508477383,44.940236755433375,24806400
2016-07-06,45.4265251159668,45.567985546794375,44.55123638150179,44.89604597085135,28167500
2016-07-07,45.4265251159668,45.62987427448877,45.15244405568968,45.46188769416166,19585200
2016-07-08,46.23991775512695,46.29296667686011,45.576821410533306,45.73596480305037,28391000
2016-07-11,46.49630355834961,46.70849581665209,46.39020911553913,46.416731883071364,22269200
2016-07-12,47.04447555541992,47.212462124936984,46.67314321314904,46.80576046138186,27317600
2016-07-13,47.30971145629883,47.61915843466618,47.01795082417902,47.35392057655299,25356800
2016-07-14,47.5130615234375,47.734093622616214,47.3716011148704,47.60147301403612,24545500
2016-07-15,47.47770309448242,47.74294098095116,47.04447862752673,47.69873522865349,32024400
2016-07-18,47.70756530761719,48.04353502744041,47.345072816357025,47.47769341890573,31433900
2016-07-19,46.93837356567383,47.654518733105874,46.79691316660253,47.48653219048987,53336500
2016-07-20,49.4316291809082,50.25386903690972,49.09565937338386,49.64382152584014,89893300
2016-07-21,49.33435821533203,49.71453365221903,49.29899227406771,49.493501578339696,32776700
2016-07-22,50.01514434814453,50.06819326740255,49.31668208831741,49.58192331192526,32157200
2016-07-25,50.156612396240234,50.1654555704707,49.741070897160625,49.92674045648982,25610600
2016-07-26,50.18312454223633,50.651714869379205,49.96209245085941,49.970935623216434,28079000
2016-07-27,49.679168701171875,50.218487511816384,49.60844018991524,50.05050434648525,32327500
2016-07-28,49.69684982299805,49.83831021292961,49.263628854380904,49.5111836935907,37550400
2016-07-29,50.112403869628906,50.18313239614421,49.555401967834534,49.74106814420513,30558700
2016-08-01,50.023983001708984,50.174283200338074,49.63496437432647,50.0416626005155,26003400
2016-08-02,50.023983001708984,50.30690380016065,49.78526794563752,50.26269468509849,35122000
2016-08-03,50.368797302246094,50.492574741750126,49.94441606422557,50.11239925031215,22075600
2016-08-04,50.7401237487793,50.8550613747384,50.10355027907582,50.21848790503493,26587700
2016-08-05,51.24408721923828,51.46511934496586,50.79318316673435,50.97000954185293,29335200
2016-08-08,51.332496643066406,51.35901941607931,51.08493839511111,51.332496643066406,19473500
2016-08-09,51.456260681152344,51.721498460258424,51.29711733915243,51.42973454236479,16920700
2016-08-10,51.29713821411133,51.56237610115384,51.12031183185541,51.42091566988565,15756900
2016-08-11,51.544681549072266,51.67730214914919,51.30596649254298,51.30596649254298,18162300
2016-08-12,51.22639846801758,51.44743056882092,50.94347764880387,51.30597015921407,21655200
2016-08-15,51.38554000854492,51.72150973407451,51.24407960400858,51.2882853480483,19283900
2016-08-16,51.10086441040039,51.26099970650991,50.949627405021154,51.25210480948318,20523500
2016-08-17,51.207603454589844,51.314359145561404,50.91402106229028,51.189810273810885,18856400
2016-08-18,51.24319076538086,51.33215667681567,50.94961174190227,51.083055518500714,14214300
2016-08-19,51.26099395751953,51.358854782356076,50.88734723763802,51.091963783340255,17271000
2016-08-22,51.30546188354492,51.37663460808301,50.94071015454299,51.243187446425246,15221900
2016-08-23,51.50121307373047,51.75920925786623,51.465626691014315,51.51011136626163,18732400
2016-08-24,51.5545654296875,51.63463305167521,51.349948927652804,51.42111826180717,18151500
2016-08-25,51.750282287597656,51.85704137658491,51.40332373264497,51.49228964013435,18552600
2016-08-26,51.62574005126953,52.22179983015939,51.32326271430366,51.84814975804729,20971200
2016-08-29,51.68800735473633,52.132826706820815,51.68800735473633,51.75918008004697,16417200
2016-08-30,51.50121307373047,51.76810415669315,51.25211518212588,51.5812807379897,16930200
2016-08-31,51.118656158447266,51.421133554390295,50.976314054103696,51.28768974052639,20860300
2016-09-01,51.234310150146484,51.43892671291963,50.71831790112453,50.71831790112453,26075400
2016-09-02,51.30546188354492,51.76807441193557,51.08305220991686,51.30546188354492,18900500
2016-09-06,51.25209045410156,51.42112059989355,50.89623358604174,51.403327417120295,16278400
2016-09-07,51.296573638916016,51.45670889618121,51.074163936459094,51.12754348678174,17493400
2016-09-08,51.09195327758789,51.41222376803272,50.86954359185704,51.26988170491307,20146100
2016-09-09,50.00660705566406,51.172035359943116,50.00660705566406,50.52259930134139,35113900
